,B0207.7,B0336.3,C03A3.3,C15C8.4,C16B8.4,C32B5.6,C33A11.2,C33A12.4,C34D4.1,C35D10.12,C35E7.11,C39D10.5,C41G7.6,C49G9.1,D1081.8,EGAP5.1,F08B4.4,F08G12.1,F08G12.8,F09C3.2,F16C3.1,F17C11.2,F39B2.8,F41C3.8,F48E3.8,F49H12.4,F54E4.4,F55C12.5,F56A8.3,F58B4.3,F59B2.13,F59E11.7,H03A11.2,K05B2.2,K07C11.10,K07C5.9,K10D6.2,K10G6.4,M02B1.2,R02E12.4,R09F10.5,R102.2,R10H10.4,R13H7.2,R144.11,T07D1.3,T17H7.1,T19C4.5,Y113G7A.15,Y40C5A.4,Y55D5A.1,Y60A3A.9,ZC21.3,ZK757.1,ZK792.1,ZK856.14,aak-2,abcf-3,abi-1,abts-1,acc-4,ace-1,ace-2,ace-3,acp-2,acr-12,acr-14,acr-15,acr-16,acr-18,acr-2,acr-23,acy-1,acy-2,add-1,age-1,ags-3,aha-1,aho-3,ahr-1,alh-1,alr-1,anoh-2,ant-1.3,ant-1.4,aptf-1,aqp-5,aqp-6,ari-1,arl-13,arl-6,arr-1,arrd-17,arrd-4,asic-1,asna-1,ast-1,atat-2,atg-18,avr-15,bas-1,baz-2,bbs-1,bbs-5,bicd-1,bra-1,bus-18,cah-2,cam-1,casy-1,cat-1,cat-2,cat-4,cct-2,cdh-3,ced-10,ced-4,ceh-10,ceh-12,ceh-13,ceh-14,ceh-16,ceh-17,ceh-19,ceh-2,ceh-20,ceh-23,ceh-24,ceh-28,ceh-32,ceh-34,ceh-36,ceh-37,ceh-38,ceh-40,ceh-43,ceh-51,ceh-6,ceh-63,ceh-85,cfi-1,cha-1,che-1,che-13,che-2,che-3,che-6,che-7,cho-1,ckr-2,cle-1,clec-38,clh-3,clh-6,clhm-1,cnb-1,cng-1,cng-2,cng-3,cni-1,cnx-1,coel-1,cog-1,coq-8,cor-1,cox-11,crm-1,crml-1,csk-1,cup-5,cwn-1,cwn-2,cyp-14A3,cysl-1,dac-1,daf-1,daf-11,daf-14,daf-16,daf-2,daf-25,daf-28,daf-37,daf-38,daf-4,daf-5,daf-7,daf-8,daf-9,dat-1,dbl-1,dcar-1,ddl-2,deg-1,deg-3,degt-1,del-1,del-2,del-3,del-4,des-2,dgk-3,dgn-1,dhc-3,die-1,djr-1.2,dkf-1,dkf-2,dlc-2,dma-1,dop-1,dop-2,dop-3,dop-4,dop-5,dop-6,dpy-14,drn-1,dsc-1,dsh-1,dyc-1,dyf-11,dyf-13,dyf-2,dyf-3,dyf-5,dyf-6,dyla-1,dylt-1,dylt-2,dyn-1,dyrb-1,eat-16,eat-20,eat-4,ebax-1,efl-3,efn-2,egl-1,egl-13,egl-17,egl-19,egl-2,egl-21,egl-3,egl-30,egl-36,egl-4,egl-43,egl-44,egl-46,egl-47,egl-5,egl-6,elp-1,elpc-1,elpc-3,elt-2,elt-6,enu-3.1,eol-1,eor-1,eor-2,eri-6,eri-7,erm-1,ets-5,exc-7,exc-9,exl-1,exp-1,fax-1,fbl-1,fkh-2,fkh-8,flp-1,flp-10,flp-11,flp-12,flp-13,flp-15,flp-17,flp-18,flp-19,flp-2,flp-20,flp-21,flp-22,flp-25,flp-3,flp-4,flp-5,flp-6,flp-7,flp-8,flr-2,flr-4,fmi-1,fozi-1,frm-4,frm-8,fut-1,gab-1,gar-1,gar-2,gar-3,gcn-1,gcs-1,gcy-1,gcy-12,gcy-13,gcy-14,gcy-15,gcy-17,gcy-18,gcy-19,gcy-2,gcy-20,gcy-21,gcy-22,gcy-23,gcy-25,gcy-27,gcy-28,gcy-29,gcy-3,gcy-31,gcy-32,gcy-33,gcy-34,gcy-35,gcy-36,gcy-37,gcy-4,gcy-5,gcy-6,gcy-7,gcy-8,gcy-9,gei-8,gfi-1,ggr-1,ggr-2,glb-1,glb-5,glc-3,glp-1,glr-1,glr-2,glr-3,glr-4,glr-5,glr-6,glr-7,glr-8,gly-18,goa-1,gon-14,gpa-1,gpa-10,gpa-11,gpa-13,gpa-14,gpa-15,gpa-16,gpa-2,gpa-3,gpa-4,gpa-5,gpa-6,gpa-8,gpa-9,gpc-1,grd-6,grd-8,grk-2,grl-6,grld-1,gsa-1,gtr-1,ham-2,hasp-1,hbl-1,hcp-3,hda-4,hecw-1,hen-1,hid-1,his-9,hlh-10,hlh-14,hlh-16,hlh-2,hlh-29,hlh-3,homt-1,hpl-2,hpo-30,hst-3.1,ida-1,ife-4,ift-81,igcm-1,igcm-2,ins-1,ins-10,ins-17,ins-18,ins-22,ins-26,ins-3,ins-32,ins-35,ins-4,ins-5,ins-6,ins-7,ins-9,inx-1,inx-10,inx-11,inx-12,inx-13,inx-17,inx-18,inx-19,inx-2,inx-3,inx-5,inx-6,inx-7,inx-8,inx-9,irk-1,itr-1,jbts-14,jmjd-3.1,jnk-1,kal-1,kap-1,kcc-2,kel-8,kin-19,kin-20,kin-29,kpc-1,kqt-1,kqt-3,kvs-1,lad-2,lag-2,lat-1,ldb-1,let-2,let-23,let-60,let-7,let-756,lev-8,lgc-12,lgc-27,lgc-37,lgc-38,lgc-46,lgc-55,lim-4,lim-6,lim-7,lin-11,lin-12,lin-14,lin-17,lin-29,lin-32,lin-4,lin-52,lin-58,lrk-1,lst-1,lsy-2,lsy-27,lsy-6,mab-21,mab-23,mab-3,mab-5,mab-7,mab-9,madd-2,madd-4,magi-1,mau-2,max-2,mbr-1,mdl-1,mec-1,mec-10,mec-12,mec-17,mec-18,mec-2,mec-3,mec-4,mec-6,mec-7,mec-8,mec-9,mef-2,mgl-1,mgl-3,mig-1,mig-10,mig-13,mig-14,mig-2,mig-5,mig-6,mir-124,mir-241,mir-273,mir-71,mir-84,mks-5,mls-2,mnm-2,mod-1,mod-5,mom-2,mom-5,mps-1,mps-2,mps-3,mps-4,mpz-1,msi-1,mtd-1,mtm-9,mut-7,mxl-3,myrf-1,myrf-2,nas-13,nas-3,ncam-1,nck-1,ncr-1,ncs-1,ncs-7,ncx-1,ncx-4,ncx-5,ncx-6,ncx-7,nep-1,nhr-111,nhr-22,nhr-253,nhr-36,nhr-38,nhr-50,nhr-60,nhr-62,nhr-67,nhr-68,nhr-69,nhr-79,nhr-83,nhx-1,nhx-5,nid-1,nipi-3,nlg-1,nlp-1,nlp-10,nlp-11,nlp-12,nlp-13,nlp-14,nlp-15,nlp-18,nlp-19,nlp-21,nlp-22,nlp-24,nlp-27,nlp-3,nlp-37,nlp-5,nlp-6,nlp-7,nlp-8,nlp-9,nlr-1,nmr-1,nmr-2,nphp-1,nphp-2,nphp-4,npr-1,npr-14,npr-15,npr-18,npr-35,npr-4,npr-5,npr-9,nra-4,nrde-3,nsy-1,nsy-7,ntc-1,ntr-1,ntr-2,ocr-1,ocr-2,ocr-4,odr-1,odr-10,odr-2,odr-3,odr-4,odr-7,odr-8,oig-1,oig-3,olrn-1,ooc-5,osm-10,osm-3,osm-5,osm-6,osm-9,pac-1,pag-3,pak-1,paqr-1,paqr-2,pat-2,pat-4,pat-6,pbo-5,pde-2,pde-5,pdf-1,pdfr-1,pef-1,peli-1,pept-3,pgp-2,pha-2,pha-4,pig-1,pin-2,pink-1,pitp-1,pkc-1,plc-1,plc-3,pll-1,plr-1,plx-1,pnc-1,poml-1,ppk-3,prdx-2,prkl-1,ptc-3,ptl-1,ptps-1,puf-9,pxf-1,pxn-2,qdpr-1,qui-1,rcn-1,rep-1,rgs-3,rhgf-1,rhgf-2,ric-19,ric-4,rict-1,rig-1,rig-3,rig-4,rig-5,rig-6,riok-1,rpm-1,rsbp-1,rskd-1,rsy-1,sam-10,sams-5,sax-3,sax-7,scc-1,scd-2,sdz-28,sel-10,sel-2,sem-4,ser-1,ser-2,ser-3,ser-4,ser-6,ser-7,set-2,sgk-1,shn-1,shw-3,siah-1,sid-3,sin-3,skn-1,slo-1,slo-2,slt-1,sma-6,smp-1,smp-2,snai-1,snb-1,snet-1,snf-11,snf-3,snf-5,sng-1,snt-1,spp-12,spp-3,spsb-1,sptf-3,sra-10,sra-11,sra-13,sra-17,sra-39,sra-6,sra-7,sra-9,srab-1,srab-12,srab-14,srab-16,srab-20,srab-23,srab-24,srab-4,srab-9,srb-6,srbc-64,srbc-66,src-1,srd-1,srd-16,srd-17,srd-23,srd-33,sre-1,sre-11,sre-30,sre-37,sre-4,srg-13,srg-2,srg-30,srg-36,srg-37,srg-41,srg-47,srg-8,srh-10,srh-132,srh-139,srh-18,srh-220,srh-25,srh-281,srh-68,sri-14,sri-51,sro-1,srp-2,srsx-3,srsx-30,srsx-37,srtx-1,sru-38,sru-4,srv-11,srx-47,srx-76,srz-1,srz-13,srz-6,ssu-1,sto-4,str-1,str-163,str-199,str-2,str-220,str-3,str-33,str-44,sulp-2,sup-1,sup-9,svh-1,syd-9,syg-1,syg-2,tab-1,tag-97,tax-2,tax-4,tax-6,tba-1,tba-2,tba-6,tba-9,tbb-4,tbh-1,tbx-2,tdc-1,ten-1,tiam-1,tig-2,tir-1,tmc-1,toe-2,tol-1,top-1,tor-2,tph-1,tpst-1,trak-1,trp-1,trp-2,trp-4,trpa-1,trpa-2,trx-1,trx-2,ttx-1,ttx-3,ttx-7,tub-1,twk-16,twk-3,tyra-2,tyra-3,ubc-1,ugt-50,ugt-56,uig-1,unc-103,unc-104,unc-116,unc-129,unc-130,unc-14,unc-17,unc-2,unc-25,unc-29,unc-3,unc-30,unc-32,unc-36,unc-37,unc-39,unc-4,unc-40,unc-42,unc-43,unc-47,unc-5,unc-51,unc-53,unc-55,unc-6,unc-62,unc-69,unc-7,unc-71,unc-73,unc-76,unc-77,unc-8,unc-86,unc-9,unc-93,unc-97,vab-1,vab-15,vab-2,vab-3,vab-7,vab-8,vang-1,vem-1,ver-2,ver-3,wdr-23,wdr-5.1,wrk-1,xrn-2,zig-1,zig-2,zig-3,zig-4,zig-5,zig-8,ztf-3,zyg-8
ADAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
